"","time","cell_types","density","host","genotype"
"51519",73.5500000000022,"F2",0,"2","F"
"51520",73.5500000000022,"C",995511003.265784,"C","C"
"51521",73.5600000000022,"A1",1105640.53964034,"1","A"
"51522",73.5600000000022,"M1",3399978.37588363,"1","M"
"51523",73.5600000000022,"F1",0,"1","F"
"51524",73.5600000000022,"A2",0,"2","A"
"51525",73.5600000000022,"M2",0,"2","M"
"51526",73.5600000000022,"F2",0,"2","F"
"51527",73.5600000000022,"C",995494760.336323,"C","C"
"51528",73.5700000000022,"A1",1108815.00884853,"1","A"
"51529",73.5700000000022,"M1",3413106.41701189,"1","M"
"51530",73.5700000000022,"F1",0,"1","F"
"51531",73.5700000000022,"A2",0,"2","A"
"51532",73.5700000000022,"M2",0,"2","M"
"51533",73.5700000000022,"F2",0,"2","F"
"51534",73.5700000000022,"C",995478457.825987,"C","C"
"51535",73.5800000000022,"A1",1111998.59194238,"1","A"
"51536",73.5800000000022,"M1",3426285.14615844,"1","M"
"51537",73.5800000000022,"F1",0,"1","F"
"51538",73.5800000000022,"A2",0,"2","A"
"51539",73.5800000000022,"M2",0,"2","M"
"51540",73.5800000000022,"F2",0,"2","F"
"51541",73.5800000000022,"C",995462095.513747,"C","C"
"51542",73.5900000000022,"A1",1115191.3150844,"1","A"
"51543",73.5900000000022,"M1",3439514.75901595,"1","M"
"51544",73.5900000000022,"F1",0,"1","F"
"51545",73.5900000000022,"A2",0,"2","A"
"51546",73.5900000000022,"M2",0,"2","M"
"51547",73.5900000000022,"F2",0,"2","F"
"51548",73.5900000000022,"C",995445673.177747,"C","C"
"51549",73.6000000000022,"A1",1118393.20451219,"1","A"
"51550",73.6000000000022,"M1",3452795.45203251,"1","M"
"51551",73.6000000000022,"F1",0,"1","F"
"51552",73.6000000000022,"A2",0,"2","A"
"51553",73.6000000000022,"M2",0,"2","M"
"51554",73.6000000000022,"F2",0,"2","F"
"51555",73.6000000000022,"C",995429190.595303,"C","C"
"51556",73.6100000000022,"A1",1121604.28653862,"1","A"
"51557",73.6100000000022,"M1",3466127.42241452,"1","M"
"51558",73.6100000000022,"F1",0,"1","F"
"51559",73.6100000000022,"A2",0,"2","A"
"51560",73.6100000000022,"M2",0,"2","M"
"51561",73.6100000000022,"F2",0,"2","F"
"51562",73.6100000000022,"C",995412647.542894,"C","C"
"51563",73.6200000000022,"A1",1124824.58755209,"1","A"
"51564",73.6200000000022,"M1",3479510.86812959,"1","M"
"51565",73.6200000000022,"F1",0,"1","F"
"51566",73.6200000000022,"A2",0,"2","A"
"51567",73.6200000000022,"M2",0,"2","M"
"51568",73.6200000000022,"F2",0,"2","F"
"51569",73.6200000000022,"C",995396043.796166,"C","C"
"51570",73.6300000000023,"A1",1128054.13401673,"1","A"
"51571",73.6300000000023,"M1",3492945.98790953,"1","M"
"51572",73.6300000000023,"F1",0,"1","F"
"51573",73.6300000000023,"A2",0,"2","A"
"51574",73.6300000000023,"M2",0,"2","M"
"51575",73.6300000000023,"F2",0,"2","F"
"51576",73.6300000000023,"C",995379379.129921,"C","C"
"51577",73.6400000000023,"A1",1131292.9524726,"1","A"
"51578",73.6400000000023,"M1",3506432.98125325,"1","M"
"51579",73.6400000000023,"F1",0,"1","F"
"51580",73.6400000000023,"A2",0,"2","A"
"51581",73.6400000000023,"M2",0,"2","M"
"51582",73.6400000000023,"F2",0,"2","F"
"51583",73.6400000000023,"C",995362653.318122,"C","C"
"51584",73.6500000000023,"A1",1134541.06953592,"1","A"
"51585",73.6500000000023,"M1",3519972.04842975,"1","M"
"51586",73.6500000000023,"F1",0,"1","F"
"51587",73.6500000000023,"A2",0,"2","A"
"51588",73.6500000000023,"M2",0,"2","M"
"51589",73.6500000000023,"F2",0,"2","F"
"51590",73.6500000000023,"C",995345866.133882,"C","C"
"51591",73.6600000000023,"A1",1137798.51189932,"1","A"
"51592",73.6600000000023,"M1",3533563.39048108,"1","M"
"51593",73.6600000000023,"F1",0,"1","F"
"51594",73.6600000000023,"A2",0,"2","A"
"51595",73.6600000000023,"M2",0,"2","M"
"51596",73.6600000000023,"F2",0,"2","F"
"51597",73.6600000000023,"C",995329017.349467,"C","C"
"51598",73.6700000000023,"A1",1141065.30633201,"1","A"
"51599",73.6700000000023,"M1",3547207.20922532,"1","M"
"51600",73.6700000000023,"F1",0,"1","F"
"51601",73.6700000000023,"A2",0,"2","A"
"51602",73.6700000000023,"M2",0,"2","M"
"51603",73.6700000000023,"F2",0,"2","F"
"51604",73.6700000000023,"C",995312106.73629,"C","C"
"51605",73.6800000000023,"A1",1144341.47968,"1","A"
"51606",73.6800000000023,"M1",3560903.70725958,"1","M"
"51607",73.6800000000023,"F1",0,"1","F"
"51608",73.6800000000023,"A2",0,"2","A"
"51609",73.6800000000023,"M2",0,"2","M"
"51610",73.6800000000023,"F2",0,"2","F"
"51611",73.6800000000023,"C",995295134.064908,"C","C"
"51612",73.6900000000023,"A1",1147627.05886639,"1","A"
"51613",73.6900000000023,"M1",3574653.08796301,"1","M"
"51614",73.6900000000023,"F1",0,"1","F"
"51615",73.6900000000023,"A2",0,"2","A"
"51616",73.6900000000023,"M2",0,"2","M"
"51617",73.6900000000023,"F2",0,"2","F"
"51618",73.6900000000023,"C",995278099.105018,"C","C"
"51619",73.7000000000023,"A1",1150922.0708915,"1","A"
"51620",73.7000000000023,"M1",3588455.55549982,"1","M"
"51621",73.7000000000023,"F1",0,"1","F"
"51622",73.7000000000023,"A2",0,"2","A"
"51623",73.7000000000023,"M2",0,"2","M"
"51624",73.7000000000023,"F2",0,"2","F"
"51625",73.7000000000023,"C",995261001.625456,"C","C"
"51626",73.7100000000023,"A1",1154226.54283314,"1","A"
"51627",73.7100000000023,"M1",3602311.31482227,"1","M"
"51628",73.7100000000023,"F1",0,"1","F"
"51629",73.7100000000023,"A2",0,"2","A"
"51630",73.7100000000023,"M2",0,"2","M"
"51631",73.7100000000023,"F2",0,"2","F"
"51632",73.7100000000023,"C",995243841.394192,"C","C"
"51633",73.7200000000023,"A1",1157540.50184684,"1","A"
"51634",73.7200000000023,"M1",3616220.57167379,"1","M"
"51635",73.7200000000023,"F1",0,"1","F"
"51636",73.7200000000023,"A2",0,"2","A"
"51637",73.7200000000023,"M2",0,"2","M"
"51638",73.7200000000023,"F2",0,"2","F"
"51639",73.7200000000023,"C",995226618.178327,"C","C"
"51640",73.7300000000023,"A1",1160863.97516604,"1","A"
"51641",73.7300000000023,"M1",3630183.53259196,"1","M"
"51642",73.7300000000023,"F1",0,"1","F"
"51643",73.7300000000023,"A2",0,"2","A"
"51644",73.7300000000023,"M2",0,"2","M"
"51645",73.7300000000023,"F2",0,"2","F"
"51646",73.7300000000023,"C",995209331.744089,"C","C"
"51647",73.7400000000023,"A1",1164196.99010234,"1","A"
"51648",73.7400000000023,"M1",3644200.40491159,"1","M"
"51649",73.7400000000023,"F1",0,"1","F"
"51650",73.7400000000023,"A2",0,"2","A"
"51651",73.7400000000023,"M2",0,"2","M"
"51652",73.7400000000023,"F2",0,"2","F"
"51653",73.7400000000023,"C",995191981.856833,"C","C"
"51654",73.7500000000023,"A1",1167539.57404572,"1","A"
"51655",73.7500000000023,"M1",3658271.39676783,"1","M"
"51656",73.7500000000023,"F1",0,"1","F"
"51657",73.7500000000023,"A2",0,"2","A"
"51658",73.7500000000023,"M2",0,"2","M"
"51659",73.7500000000023,"F2",0,"2","F"
"51660",73.7500000000023,"C",995174568.281034,"C","C"
"51661",73.7600000000023,"A1",1170891.75446475,"1","A"
"51662",73.7600000000023,"M1",3672396.71709922,"1","M"
"51663",73.7600000000023,"F1",0,"1","F"
"51664",73.7600000000023,"A2",0,"2","A"
"51665",73.7600000000023,"M2",0,"2","M"
"51666",73.7600000000023,"F2",0,"2","F"
"51667",73.7600000000023,"C",995157090.780283,"C","C"
"51668",73.7700000000023,"A1",1174253.55890684,"1","A"
"51669",73.7700000000023,"M1",3686576.57565082,"1","M"
"51670",73.7700000000023,"F1",0,"1","F"
"51671",73.7700000000023,"A2",0,"2","A"
"51672",73.7700000000023,"M2",0,"2","M"
"51673",73.7700000000023,"F2",0,"2","F"
"51674",73.7700000000023,"C",995139549.11729,"C","C"
"51675",73.7800000000023,"A1",1177625.01499842,"1","A"
"51676",73.7800000000023,"M1",3700811.18297729,"1","M"
"51677",73.7800000000023,"F1",0,"1","F"
"51678",73.7800000000023,"A2",0,"2","A"
"51679",73.7800000000023,"M2",0,"2","M"
"51680",73.7800000000023,"F2",0,"2","F"
"51681",73.7800000000023,"C",995121943.053872,"C","C"
"51682",73.7900000000023,"A1",1181006.15044524,"1","A"
"51683",73.7900000000023,"M1",3715100.75044604,"1","M"
"51684",73.7900000000023,"F1",0,"1","F"
"51685",73.7900000000023,"A2",0,"2","A"
"51686",73.7900000000023,"M2",0,"2","M"
"51687",73.7900000000023,"F2",0,"2","F"
"51688",73.7900000000023,"C",995104272.350956,"C","C"
"51689",73.8000000000023,"A1",1184396.99303252,"1","A"
"51690",73.8000000000023,"M1",3729445.49024036,"1","M"
"51691",73.8000000000023,"F1",0,"1","F"
"51692",73.8000000000023,"A2",0,"2","A"
"51693",73.8000000000023,"M2",0,"2","M"
"51694",73.8000000000023,"F2",0,"2","F"
"51695",73.8000000000023,"C",995086536.768574,"C","C"
"51696",73.8100000000023,"A1",1187797.57062523,"1","A"
"51697",73.8100000000023,"M1",3743845.61536256,"1","M"
"51698",73.8100000000023,"F1",0,"1","F"
"51699",73.8100000000023,"A2",0,"2","A"
"51700",73.8100000000023,"M2",0,"2","M"
"51701",73.8100000000023,"F2",0,"2","F"
"51702",73.8100000000023,"C",995068736.06586,"C","C"
"51703",73.8200000000024,"A1",1191207.9111683,"1","A"
"51704",73.8200000000024,"M1",3758301.33963714,"1","M"
"51705",73.8200000000024,"F1",0,"1","F"
"51706",73.8200000000024,"A2",0,"2","A"
"51707",73.8200000000024,"M2",0,"2","M"
"51708",73.8200000000024,"F2",0,"2","F"
"51709",73.8200000000024,"C",995050870.001042,"C","C"
"51710",73.8300000000024,"A1",1194628.04268686,"1","A"
"51711",73.8300000000024,"M1",3772812.87771396,"1","M"
"51712",73.8300000000024,"F1",0,"1","F"
"51713",73.8300000000024,"A2",0,"2","A"
"51714",73.8300000000024,"M2",0,"2","M"
"51715",73.8300000000024,"F2",0,"2","F"
"51716",73.8300000000024,"C",995032938.331447,"C","C"
"51717",73.8400000000024,"A1",1198057.99328644,"1","A"
"51718",73.8400000000024,"M1",3787380.44507141,"1","M"
"51719",73.8400000000024,"F1",0,"1","F"
"51720",73.8400000000024,"A2",0,"2","A"
"51721",73.8400000000024,"M2",0,"2","M"
"51722",73.8400000000024,"F2",0,"2","F"
"51723",73.8400000000024,"C",995014940.81349,"C","C"
"51724",73.8500000000024,"A1",1201497.79115325,"1","A"
"51725",73.8500000000024,"M1",3802004.25801963,"1","M"
"51726",73.8500000000024,"F1",0,"1","F"
"51727",73.8500000000024,"A2",0,"2","A"
"51728",73.8500000000024,"M2",0,"2","M"
"51729",73.8500000000024,"F2",0,"2","F"
"51730",73.8500000000024,"C",994996877.202675,"C","C"
"51731",73.8600000000024,"A1",1204947.46455435,"1","A"
"51732",73.8600000000024,"M1",3816684.53370371,"1","M"
"51733",73.8600000000024,"F1",0,"1","F"
"51734",73.8600000000024,"A2",0,"2","A"
"51735",73.8600000000024,"M2",0,"2","M"
"51736",73.8600000000024,"F2",0,"2","F"
"51737",73.8600000000024,"C",994978747.253589,"C","C"
"51738",73.8700000000024,"A1",1208407.04183793,"1","A"
"51739",73.8700000000024,"M1",3831421.49010692,"1","M"
"51740",73.8700000000024,"F1",0,"1","F"
"51741",73.8700000000024,"A2",0,"2","A"
"51742",73.8700000000024,"M2",0,"2","M"
"51743",73.8700000000024,"F2",0,"2","F"
"51744",73.8700000000024,"C",994960550.719903,"C","C"
"51745",73.8800000000024,"A1",1211876.55143355,"1","A"
"51746",73.8800000000024,"M1",3846215.34605391,"1","M"
"51747",73.8800000000024,"F1",0,"1","F"
"51748",73.8800000000024,"A2",0,"2","A"
"51749",73.8800000000024,"M2",0,"2","M"
"51750",73.8800000000024,"F2",0,"2","F"
"51751",73.8800000000024,"C",994942287.35436,"C","C"
"51752",73.8900000000024,"A1",1215356.02185231,"1","A"
"51753",73.8900000000024,"M1",3861066.32121402,"1","M"
"51754",73.8900000000024,"F1",0,"1","F"
"51755",73.8900000000024,"A2",0,"2","A"
"51756",73.8900000000024,"M2",0,"2","M"
"51757",73.8900000000024,"F2",0,"2","F"
"51758",73.8900000000024,"C",994923956.908781,"C","C"
"51759",73.9000000000024,"A1",1218845.48168716,"1","A"
"51760",73.9000000000024,"M1",3875974.63610445,"1","M"
"51761",73.9000000000024,"F1",0,"1","F"
"51762",73.9000000000024,"A2",0,"2","A"
"51763",73.9000000000024,"M2",0,"2","M"
"51764",73.9000000000024,"F2",0,"2","F"
"51765",73.9000000000024,"C",994905559.134056,"C","C"
"51766",73.9100000000024,"A1",1222344.95961308,"1","A"
"51767",73.9100000000024,"M1",3890940.51209363,"1","M"
"51768",73.9100000000024,"F1",0,"1","F"
"51769",73.9100000000024,"A2",0,"2","A"
"51770",73.9100000000024,"M2",0,"2","M"
"51771",73.9100000000024,"F2",0,"2","F"
"51772",73.9100000000024,"C",994887093.780141,"C","C"
"51773",73.9200000000024,"A1",1225854.48438734,"1","A"
"51774",73.9200000000024,"M1",3905964.17140444,"1","M"
"51775",73.9200000000024,"F1",0,"1","F"
"51776",73.9200000000024,"A2",0,"2","A"
"51777",73.9200000000024,"M2",0,"2","M"
"51778",73.9200000000024,"F2",0,"2","F"
"51779",73.9200000000024,"C",994868560.596056,"C","C"
"51780",73.9300000000024,"A1",1229374.08484972,"1","A"
"51781",73.9300000000024,"M1",3921045.83711751,"1","M"
"51782",73.9300000000024,"F1",0,"1","F"
"51783",73.9300000000024,"A2",0,"2","A"
"51784",73.9300000000024,"M2",0,"2","M"
"51785",73.9300000000024,"F2",0,"2","F"
"51786",73.9300000000024,"C",994849959.32988,"C","C"
"51787",73.9400000000024,"A1",1232903.78992278,"1","A"
"51788",73.9400000000024,"M1",3936185.73317456,"1","M"
"51789",73.9400000000024,"F1",0,"1","F"
"51790",73.9400000000024,"A2",0,"2","A"
"51791",73.9400000000024,"M2",0,"2","M"
"51792",73.9400000000024,"F2",0,"2","F"
"51793",73.9400000000024,"C",994831289.72875,"C","C"
"51794",73.9500000000024,"A1",1236443.62861206,"1","A"
"51795",73.9500000000024,"M1",3951384.08438171,"1","M"
"51796",73.9500000000024,"F1",0,"1","F"
"51797",73.9500000000024,"A2",0,"2","A"
"51798",73.9500000000024,"M2",0,"2","M"
"51799",73.9500000000024,"F2",0,"2","F"
"51800",73.9500000000024,"C",994812551.538854,"C","C"
"51801",73.9600000000024,"A1",1239993.63000633,"1","A"
"51802",73.9600000000024,"M1",3966641.1164128,"1","M"
"51803",73.9600000000024,"F1",0,"1","F"
"51804",73.9600000000024,"A2",0,"2","A"
"51805",73.9600000000024,"M2",0,"2","M"
"51806",73.9600000000024,"F2",0,"2","F"
"51807",73.9600000000024,"C",994793744.505428,"C","C"
"51808",73.9700000000024,"A1",1243553.82327783,"1","A"
"51809",73.9700000000024,"M1",3981957.05581275,"1","M"
"51810",73.9700000000024,"F1",0,"1","F"
"51811",73.9700000000024,"A2",0,"2","A"
"51812",73.9700000000024,"M2",0,"2","M"
"51813",73.9700000000024,"F2",0,"2","F"
"51814",73.9700000000024,"C",994774868.372757,"C","C"
"51815",73.9800000000024,"A1",1247124.23768252,"1","A"
"51816",73.9800000000024,"M1",3997332.13000092,"1","M"
"51817",73.9800000000024,"F1",0,"1","F"
"51818",73.9800000000024,"A2",0,"2","A"
"51819",73.9800000000024,"M2",0,"2","M"
"51820",73.9800000000024,"F2",0,"2","F"
"51821",73.9800000000024,"C",994755922.884164,"C","C"
"51822",73.9900000000024,"A1",1250704.90256031,"1","A"
"51823",73.9900000000024,"M1",4012766.56727449,"1","M"
"51824",73.9900000000024,"F1",0,"1","F"
"51825",73.9900000000024,"A2",0,"2","A"
"51826",73.9900000000024,"M2",0,"2","M"
"51827",73.9900000000024,"F2",0,"2","F"
"51828",73.9900000000024,"C",994736907.782012,"C","C"
"51829",74.0000000000024,"A1",1254295.84733529,"1","A"
"51830",74.0000000000024,"M1",4028260.59681185,"1","M"
"51831",74.0000000000024,"F1",0,"1","F"
"51832",74.0000000000024,"A2",0,"2","A"
"51833",74.0000000000024,"M2",0,"2","M"
"51834",74.0000000000024,"F2",0,"2","F"
"51835",74.0000000000024,"C",994717822.8077,"C","C"
"51836",74.0100000000024,"A1",1257897.10151599,"1","A"
"51837",74.0100000000024,"M1",4043814.44867597,"1","M"
"51838",74.0100000000024,"F1",0,"1","F"
"51839",74.0100000000024,"A2",0,"2","A"
"51840",74.0100000000024,"M2",0,"2","M"
"51841",74.0100000000024,"F2",0,"2","F"
"51842",74.0100000000024,"C",994698667.701655,"C","C"
"51843",74.0200000000025,"A1",1261508.69469562,"1","A"
"51844",74.0200000000025,"M1",4059428.35381786,"1","M"
"51845",74.0200000000025,"F1",0,"1","F"
"51846",74.0200000000025,"A2",0,"2","A"
"51847",74.0200000000025,"M2",0,"2","M"
"51848",74.0200000000025,"F2",0,"2","F"
"51849",74.0200000000025,"C",994679442.203334,"C","C"
"51850",74.0300000000025,"A1",1265130.65655229,"1","A"
"51851",74.0300000000025,"M1",4075102.54407994,"1","M"
"51852",74.0300000000025,"F1",0,"1","F"
"51853",74.0300000000025,"A2",0,"2","A"
"51854",74.0300000000025,"M2",0,"2","M"
"51855",74.0300000000025,"F2",0,"2","F"
"51856",74.0300000000025,"C",994660146.051215,"C","C"
"51857",74.0400000000025,"A1",1268763.0168493,"1","A"
"51858",74.0400000000025,"M1",4090837.25219953,"1","M"
"51859",74.0400000000025,"F1",0,"1","F"
"51860",74.0400000000025,"A2",0,"2","A"
"51861",74.0400000000025,"M2",0,"2","M"
"51862",74.0400000000025,"F2",0,"2","F"
"51863",74.0400000000025,"C",994640778.982798,"C","C"
"51864",74.0500000000025,"A1",1272405.80543532,"1","A"
"51865",74.0500000000025,"M1",4106632.7118123,"1","M"
"51866",74.0500000000025,"F1",0,"1","F"
"51867",74.0500000000025,"A2",0,"2","A"
"51868",74.0500000000025,"M2",0,"2","M"
"51869",74.0500000000025,"F2",0,"2","F"
"51870",74.0500000000025,"C",994621340.7346,"C","C"
"51871",74.0600000000025,"A1",1276059.05224469,"1","A"
"51872",74.0600000000025,"M1",4122489.15745567,"1","M"
"51873",74.0600000000025,"F1",0,"1","F"
"51874",74.0600000000025,"A2",0,"2","A"
"51875",74.0600000000025,"M2",0,"2","M"
"51876",74.0600000000025,"F2",0,"2","F"
"51877",74.0600000000025,"C",994601831.042147,"C","C"
"51878",74.0700000000025,"A1",1279722.78729764,"1","A"
"51879",74.0700000000025,"M1",4138406.8245724,"1","M"
"51880",74.0700000000025,"F1",0,"1","F"
"51881",74.0700000000025,"A2",0,"2","A"
"51882",74.0700000000025,"M2",0,"2","M"
"51883",74.0700000000025,"F2",0,"2","F"
"51884",74.0700000000025,"C",994582249.639977,"C","C"
"51885",74.0800000000025,"A1",1283397.04070056,"1","A"
"51886",74.0800000000025,"M1",4154385.94951397,"1","M"
"51887",74.0800000000025,"F1",0,"1","F"
"51888",74.0800000000025,"A2",0,"2","A"
"51889",74.0800000000025,"M2",0,"2","M"
"51890",74.0800000000025,"F2",0,"2","F"
"51891",74.0800000000025,"C",994562596.261633,"C","C"
"51892",74.0900000000025,"A1",1287081.8426462,"1","A"
"51893",74.0900000000025,"M1",4170426.76954417,"1","M"
"51894",74.0900000000025,"F1",0,"1","F"
"51895",74.0900000000025,"A2",0,"2","A"
"51896",74.0900000000025,"M2",0,"2","M"
"51897",74.0900000000025,"F2",0,"2","F"
"51898",74.0900000000025,"C",994542870.639657,"C","C"
"51899",74.1000000000025,"A1",1290777.22341395,"1","A"
"51900",74.1000000000025,"M1",4186529.52284258,"1","M"
"51901",74.1000000000025,"F1",0,"1","F"
"51902",74.1000000000025,"A2",0,"2","A"
"51903",74.1000000000025,"M2",0,"2","M"
"51904",74.1000000000025,"F2",0,"2","F"
"51905",74.1000000000025,"C",994523072.505591,"C","C"
"51906",74.1100000000025,"A1",1294483.21337011,"1","A"
"51907",74.1100000000025,"M1",4202694.4485081,"1","M"
"51908",74.1100000000025,"F1",0,"1","F"
"51909",74.1100000000025,"A2",0,"2","A"
"51910",74.1100000000025,"M2",0,"2","M"
"51911",74.1100000000025,"F2",0,"2","F"
"51912",74.1100000000025,"C",994503201.589969,"C","C"
"51913",74.1200000000025,"A1",1298199.84296809,"1","A"
"51914",74.1200000000025,"M1",4218921.78656252,"1","M"
"51915",74.1200000000025,"F1",0,"1","F"
"51916",74.1200000000025,"A2",0,"2","A"
"51917",74.1200000000025,"M2",0,"2","M"
"51918",74.1200000000025,"F2",0,"2","F"
"51919",74.1200000000025,"C",994483257.622317,"C","C"
"51920",74.1300000000025,"A1",1301927.14274869,"1","A"
"51921",74.1300000000025,"M1",4235211.77795407,"1","M"
"51922",74.1300000000025,"F1",0,"1","F"
"51923",74.1300000000025,"A2",0,"2","A"
"51924",74.1300000000025,"M2",0,"2","M"
"51925",74.1300000000025,"F2",0,"2","F"
"51926",74.1300000000025,"C",994463240.331145,"C","C"
"51927",74.1400000000025,"A1",1305665.14334034,"1","A"
"51928",74.1400000000025,"M1",4251564.66456098,"1","M"
"51929",74.1400000000025,"F1",0,"1","F"
"51930",74.1400000000025,"A2",0,"2","A"
"51931",74.1400000000025,"M2",0,"2","M"
"51932",74.1400000000025,"F2",0,"2","F"
"51933",74.1400000000025,"C",994443149.443946,"C","C"
"51934",74.1500000000025,"A1",1309413.87545937,"1","A"
"51935",74.1500000000025,"M1",4267980.68919511,"1","M"
"51936",74.1500000000025,"F1",0,"1","F"
"51937",74.1500000000025,"A2",0,"2","A"
"51938",74.1500000000025,"M2",0,"2","M"
"51939",74.1500000000025,"F2",0,"2","F"
"51940",74.1500000000025,"C",994422984.687193,"C","C"
"51941",74.1600000000025,"A1",1313173.36991024,"1","A"
"51942",74.1600000000025,"M1",4284460.0956055,"1","M"
"51943",74.1600000000025,"F1",0,"1","F"
"51944",74.1600000000025,"A2",0,"2","A"
"51945",74.1600000000025,"M2",0,"2","M"
"51946",74.1600000000025,"F2",0,"2","F"
"51947",74.1600000000025,"C",994402745.786332,"C","C"
"51948",74.1700000000025,"A1",1316943.65758578,"1","A"
"51949",74.1700000000025,"M1",4301003.12848201,"1","M"
"51950",74.1700000000025,"F1",0,"1","F"
"51951",74.1700000000025,"A2",0,"2","A"
"51952",74.1700000000025,"M2",0,"2","M"
"51953",74.1700000000025,"F2",0,"2","F"
"51954",74.1700000000025,"C",994382432.465779,"C","C"
"51955",74.1800000000025,"A1",1320724.7694675,"1","A"
"51956",74.1800000000025,"M1",4317610.03345896,"1","M"
